AbiTagAttr,AccessSpecDecl,ArraySubscriptExpr,BinaryOperator,CStyleCastExpr,CXXBoolLiteralExpr,CXXConstructExpr,CXXConstructorDecl,CXXConversionDecl,CXXCtorInitializer,CXXDependentScopeMemberExpr,CXXDestructorDecl,CXXFunctionalCastExpr,CXXMemberCallExpr,CXXMethodDecl,CXXOperatorCallExpr,CXXRecordDecl,CXXStaticCastExpr,CXXTemporaryObjectExpr,CXXThisExpr,CXXUnresolvedConstructExpr,CallExpr,ClassTemplateSpecialization,CompoundAssignOperator,CompoundStmt,ConditionalOperator,ConstantExpr,CopyAssignment,CopyConstructor,DeclRefExpr,DeclStmt,DefaultConstructor,DefinitionData,DependentNameType,Destructor,EnumConstantDecl,ExprWithCleanups,FieldDecl,ForStmt,FormatAttr,FriendDecl,FunctionDecl,FunctionTemplateDecl,ImplicitCastExpr,IntegerLiteral,MaterializeTemporaryExpr,MemberExpr,MoveAssignment,MoveConstructor,NoThrowAttr,NullStmt,public,ParenExpr,ParenListExpr,ParmVarDecl,PureAttr,ReturnStmt,StringLiteral,TemplateArgument,TemplateSpecializationType,TemplateTypeParmDecl,TypedefDecl,UnaryOperator,UnresolvedLookupExpr,UsingDecl,UsingShadowDecl,WhileStmt,authors
0,1,0,42,0,1,2,2,0,2,0,1,0,1,2,19,2,0,0,0,0,24,0,0,21,0,1,1,1,101,10,1,1,0,2,1,0,0,5,0,0,7,1,96,31,0,1,1,1,3,0,2,2,0,16,0,3,10,1,0,3,0,12,0,3,6,0,23nigam
0,1,0,24,0,2,2,2,0,2,0,1,0,1,2,14,2,0,0,0,0,17,0,0,10,0,1,1,1,68,5,1,1,0,2,1,0,0,1,0,0,7,1,53,8,0,1,1,1,3,0,2,0,0,16,0,3,4,1,0,3,0,1,0,3,6,1,23nigam
0,1,4,21,0,0,2,2,0,2,0,1,0,1,2,18,2,0,0,0,0,21,0,0,13,0,1,1,1,74,8,1,1,0,2,1,0,0,5,0,0,7,1,61,24,0,1,1,1,3,0,2,2,0,16,0,3,6,1,0,3,0,6,0,3,6,0,23nigam
0,1,0,13,0,0,2,2,0,2,0,1,0,1,2,12,2,0,0,0,0,15,0,0,9,0,1,1,1,61,8,1,1,0,2,1,0,0,3,0,0,7,1,46,8,0,1,1,1,3,0,2,0,0,16,0,3,3,1,0,3,0,3,0,3,6,0,23nigam
0,1,8,16,0,0,6,5,0,3,0,2,0,1,2,13,4,3,0,0,0,22,0,0,12,0,1,2,2,81,17,2,2,0,4,1,0,0,8,0,0,10,3,87,24,0,1,2,2,3,0,3,1,0,25,0,4,9,1,0,7,0,8,1,3,6,0,23nigam
0,1,0,5,0,0,2,2,0,2,0,1,0,1,2,4,2,0,0,0,0,8,0,0,7,0,1,1,1,34,5,1,1,0,2,1,0,0,3,0,0,7,1,24,5,0,1,1,1,3,0,2,1,0,16,0,2,1,1,0,3,0,4,0,3,6,0,23nigam
0,0,8,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,2,7,0,0,0,0,59,3,0,0,0,0,0,0,0,1,0,0,1,0,67,14,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,11,0,0,0,3,23nigam
0,1,33,73,0,0,3,2,0,2,0,1,0,2,2,9,2,0,0,0,0,22,0,0,22,0,1,1,1,178,19,1,1,0,2,1,0,0,10,0,0,10,1,197,67,0,2,1,1,3,0,2,10,0,20,0,6,6,1,0,3,0,24,0,3,6,2,23nigam
0,1,0,11,2,0,2,2,0,2,0,1,0,1,2,13,2,0,0,0,0,16,0,0,10,0,1,1,1,50,3,1,1,0,2,1,0,0,1,0,0,7,1,48,9,0,1,1,1,3,0,2,0,0,16,0,3,4,1,0,3,0,2,0,3,6,1,23nigam
0,0,1,88,0,2,2,0,0,0,0,0,0,5,1,1,0,0,0,4,0,16,0,0,9,6,0,0,0,108,14,0,0,0,0,0,0,0,5,0,0,4,0,97,51,0,13,0,0,3,0,0,13,0,7,0,2,4,0,0,0,0,12,0,0,0,1,37ae912
0,0,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,0,0,0,0,30,5,0,0,0,0,1,0,0,2,0,0,3,0,45,5,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,4,0,0,0,1,37ae912
0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,5,0,0,0,0,32,6,0,0,0,0,0,0,0,1,0,0,4,0,27,9,0,0,0,0,3,0,0,1,0,6,0,1,3,0,0,0,0,6,0,0,0,3,37ae912
0,0,16,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,2,0,0,0,65,9,0,0,0,0,0,0,0,3,0,0,1,0,71,32,0,0,0,0,0,0,0,1,0,0,0,1,5,0,0,0,0,16,0,0,0,1,37ae912
0,1,8,19,0,4,2,2,0,2,0,1,0,1,2,0,2,0,0,0,0,12,0,2,16,1,1,1,1,85,12,1,1,0,2,1,0,0,3,0,0,13,1,76,11,0,9,1,1,5,0,2,2,0,23,0,4,6,1,0,3,0,16,0,3,6,3,37ae912
0,1,8,27,0,0,2,2,0,2,0,1,0,1,2,0,2,0,0,0,0,8,0,0,9,0,1,1,1,61,7,1,1,0,2,1,0,0,3,0,0,7,1,64,14,0,1,1,1,3,0,2,2,0,16,0,3,5,1,0,3,0,7,0,3,6,1,37ae912
0,1,17,28,0,0,2,2,0,2,0,1,0,1,3,2,2,0,0,0,0,13,0,1,16,0,1,1,1,114,14,1,1,0,2,1,0,0,9,0,0,9,3,108,12,0,1,1,1,3,0,2,0,0,26,0,3,5,1,0,7,0,15,0,3,6,0,37ae912
0,1,19,14,0,14,2,2,0,2,0,1,0,4,2,2,2,0,0,0,0,25,0,0,18,1,1,1,1,101,8,1,1,0,2,1,0,0,5,0,0,10,1,114,13,0,4,1,1,3,0,2,0,0,21,0,10,7,1,0,3,6,11,0,3,6,1,37ae912
0,1,8,28,0,0,2,2,0,2,0,1,0,1,2,0,2,0,0,0,0,10,0,2,12,0,1,1,1,78,13,1,1,0,2,1,0,0,5,0,0,8,1,84,13,0,1,1,1,3,0,2,3,0,17,0,4,6,1,0,3,0,8,0,3,6,0,37ae912
0,0,6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,6,0,0,0,0,58,9,0,0,0,0,0,0,0,3,0,0,4,0,55,12,0,0,0,0,3,0,0,2,0,6,0,0,5,0,0,0,0,11,0,0,0,2,3abdelazim
0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,3,0,0,0,0,32,6,0,0,0,0,0,1,0,1,0,0,5,0,40,6,2,0,0,0,3,0,0,2,0,10,0,3,5,0,0,0,0,1,0,0,0,0,3abdelazim
0,0,4,15,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,11,0,0,8,0,0,0,0,40,12,0,0,0,0,0,1,0,6,0,0,4,0,44,22,0,0,0,0,3,0,0,1,0,6,0,0,6,0,0,0,0,9,0,0,0,0,3abdelazim
0,1,0,6,0,0,2,2,0,2,0,1,0,1,2,9,2,0,0,0,0,16,0,0,9,0,1,1,1,44,6,1,1,0,2,1,0,0,3,0,0,7,1,40,8,0,1,1,1,3,0,2,3,0,16,0,2,6,1,0,3,0,4,0,3,6,0,3abdelazim
0,1,11,15,0,0,7,2,0,2,0,1,0,5,2,13,2,0,0,0,0,30,0,0,16,0,1,1,1,100,10,1,1,0,2,1,3,0,6,0,0,10,1,104,15,3,5,1,1,3,0,2,2,0,19,0,5,9,1,0,3,0,7,0,3,6,1,3abdelazim
0,1,8,21,1,4,6,2,0,2,0,1,0,7,2,31,2,0,0,0,0,49,0,2,23,0,1,1,1,144,19,1,1,0,2,1,2,0,10,0,0,9,1,154,29,2,7,1,1,3,0,2,3,0,17,0,6,9,1,0,3,0,14,0,3,6,0,3abdelazim
0,134,187,1569,63,151,214,278,27,95,421,68,38,400,1469,443,351,177,72,702,48,1746,245,49,1421,47,113,228,228,5301,712,228,228,98,296,38,232,138,59,0,5,490,234,4702,1047,246,1790,228,228,50,31,166,119,28,4308,3,575,89,1533,565,660,54,685,384,77,145,14,3abdelazim
0,0,0,29,0,0,9,0,0,0,2,0,0,3,5,6,2,1,0,0,2,50,0,2,36,0,0,1,1,128,25,1,1,8,1,0,6,2,8,0,0,97,24,113,27,4,5,1,1,5,0,1,4,0,129,0,24,6,8,4,39,0,14,18,13,24,0,3abdelazim
0,0,0,10,0,0,3,0,0,0,0,0,0,2,0,3,0,0,0,0,0,15,0,0,5,0,0,0,0,41,9,0,0,0,0,0,2,0,3,0,0,4,0,42,9,2,2,0,0,3,0,0,2,0,6,0,0,5,0,0,0,0,7,0,0,0,1,3abdelazim
0,1,6,15,0,0,11,2,0,2,0,1,0,17,2,31,2,0,0,0,0,59,0,0,20,0,1,1,1,132,14,1,1,0,2,1,12,0,5,0,0,8,1,130,19,12,17,1,1,3,0,2,8,0,20,0,3,7,1,0,3,0,8,0,3,6,3,3of7
0,1,0,116,0,2,4,2,0,2,0,1,1,1,2,72,2,0,0,0,0,79,0,0,60,0,1,1,1,354,47,1,1,0,2,1,1,0,35,0,0,7,1,337,78,1,1,1,1,3,0,2,8,0,16,0,2,9,1,0,3,0,39,0,3,6,0,3of7
0,1,0,16,0,0,4,2,0,2,0,1,0,3,2,18,2,0,0,0,0,28,0,0,9,0,1,1,1,74,9,1,1,0,2,1,3,0,3,0,0,7,1,81,16,1,3,1,1,3,0,2,3,0,16,0,2,6,1,0,3,0,3,0,3,6,0,3of7
0,1,16,8,0,0,4,2,0,2,0,1,0,8,2,15,2,0,0,0,0,29,0,0,15,0,1,1,1,79,10,1,1,0,2,1,3,0,4,0,0,7,1,89,20,4,8,1,1,3,0,2,4,0,16,0,2,8,1,0,3,0,7,0,3,6,1,3of7
0,1,0,64,6,8,12,2,0,2,0,1,0,7,34,27,20,0,0,9,0,140,4,0,62,3,7,10,10,482,59,10,10,2,11,1,4,0,9,0,0,128,30,439,51,5,23,10,10,6,0,9,10,0,344,0,37,7,36,6,80,0,29,4,10,29,0,3of7
0,1,0,40,0,6,2,2,0,2,0,1,0,5,2,26,2,0,3,0,0,40,0,0,25,0,1,1,1,142,16,1,1,0,2,1,2,0,9,0,0,8,1,147,31,4,5,1,1,3,0,2,13,0,18,0,2,6,1,0,3,0,18,0,3,6,0,3of7
0,1,0,6,0,0,2,2,0,2,0,1,0,1,2,9,2,0,0,0,0,16,0,0,10,0,1,1,1,47,5,1,1,0,2,1,0,0,3,0,0,8,1,44,8,0,1,1,1,3,0,2,3,0,17,0,4,6,1,0,3,0,5,0,3,6,0,3of7
0,1,12,15,0,2,6,2,0,2,0,1,0,11,2,23,2,0,0,0,0,42,0,0,19,0,1,1,1,132,15,1,1,0,2,1,3,0,8,0,0,12,4,133,17,4,11,1,1,3,0,2,2,0,26,0,4,8,3,0,9,0,14,0,6,9,1,3of7
0,1,4,22,0,2,17,2,0,2,0,1,0,19,2,27,2,0,2,0,0,58,0,3,19,0,1,1,1,147,19,1,1,0,2,1,6,0,7,0,0,8,1,145,25,12,20,1,1,3,0,2,2,0,17,0,4,7,1,0,3,0,10,0,3,6,0,3of7
0,1,3,4,0,0,2,2,0,2,0,1,0,1,2,0,2,0,0,0,0,13,0,0,8,0,1,1,1,32,4,1,1,0,2,1,0,0,2,0,0,7,1,49,6,0,1,1,1,3,0,2,2,0,16,0,3,9,1,0,3,0,3,0,3,6,0,735612658
0,1,16,31,0,0,2,2,0,2,0,1,0,1,2,0,2,0,0,0,0,13,0,0,12,0,1,1,1,69,5,1,1,0,2,1,0,0,3,0,0,7,1,79,37,0,1,1,1,3,0,2,3,0,16,0,3,8,1,0,3,0,10,0,3,6,0,735612658
0,1,8,39,0,0,2,2,0,2,0,1,0,1,2,0,2,0,0,0,0,18,0,0,12,0,1,1,1,84,9,1,1,0,2,1,0,0,4,0,0,10,1,98,21,0,1,1,1,3,0,2,8,0,16,0,6,9,1,0,3,0,7,0,3,6,0,735612658
0,1,0,16,0,1,2,2,0,2,8,1,0,1,43,2,5,4,4,0,3,40,2,0,82,2,3,3,3,104,19,3,3,0,4,3,0,1,7,0,0,32,15,76,65,0,9,3,3,6,2,2,15,0,64,0,63,4,4,0,27,5,24,23,9,15,0,735612658
0,1,13,14,0,6,2,2,0,2,0,1,0,1,4,0,14,0,0,0,0,29,0,0,32,0,11,7,7,109,11,7,7,9,8,11,0,0,5,0,0,36,4,96,22,0,5,7,7,3,0,2,2,0,48,0,23,8,26,0,19,0,13,1,7,10,0,735612658
0,1,13,27,0,5,2,2,0,2,0,1,0,1,2,0,2,0,0,0,0,13,0,2,10,0,1,1,1,85,13,1,1,0,2,1,0,0,7,0,0,7,1,96,16,0,1,1,1,3,0,2,4,0,16,0,3,10,1,0,3,0,11,0,3,6,1,735612658
0,1,13,19,0,4,4,2,0,2,0,1,0,8,4,1,2,0,0,0,0,26,0,0,18,2,4,1,1,89,5,1,1,0,2,4,0,0,3,0,0,17,1,96,15,0,30,1,1,3,0,2,3,0,42,0,7,11,1,0,3,0,10,0,4,7,2,735612658
0,23,8,137,6,7,25,87,0,45,28,15,5,9,212,26,99,48,0,48,3,125,33,8,173,9,5,62,62,493,57,62,62,21,77,6,9,56,2,0,0,63,60,449,81,13,103,62,62,7,0,35,9,11,1214,0,87,5,160,20,221,21,61,45,5,8,8,735612658
0,1,0,45,0,237,2,2,0,2,30,1,0,2,82,16,101,19,8,6,5,98,162,0,135,5,262,88,88,252,13,88,88,0,89,4,0,3,2,0,0,68,33,138,107,0,40,88,88,9,4,58,28,1,121,0,116,7,514,258,258,83,66,56,20,29,1,735612658
0,1,0,6,0,0,8,2,0,2,0,1,0,5,2,19,2,0,0,0,0,29,0,0,9,0,1,1,1,70,8,1,1,0,2,1,4,0,3,0,0,8,1,74,4,5,5,1,1,3,0,2,0,0,16,0,2,5,1,0,3,0,3,0,3,6,0,A.Grishchenko
0,1,4,38,1,0,2,2,0,2,0,1,0,1,2,8,2,0,0,0,0,14,0,2,16,0,1,1,1,78,13,1,1,0,2,1,0,0,4,0,0,8,1,70,38,0,1,1,1,3,0,2,3,0,16,0,2,2,1,0,3,0,5,0,3,6,0,A.Grishchenko
0,1,0,13,0,0,7,2,0,2,0,1,0,5,2,14,2,0,0,0,0,24,0,0,10,0,1,1,1,64,7,1,1,0,2,1,3,0,3,0,0,8,1,51,12,5,5,1,1,3,0,2,0,0,16,0,2,2,1,0,3,0,6,0,3,6,0,A.Grishchenko
0,1,0,27,0,0,6,2,0,2,0,1,0,3,2,19,2,0,0,0,0,26,0,2,17,0,1,1,1,99,11,1,1,0,2,1,3,0,3,0,0,8,1,85,19,3,7,1,1,3,0,2,0,0,16,0,2,3,1,0,3,0,5,0,3,6,1,A.Grishchenko
0,1,0,23,0,0,3,2,0,2,0,1,0,1,2,15,2,0,0,0,0,20,0,0,10,0,1,1,1,72,10,1,1,0,2,1,1,0,3,0,0,8,1,72,13,1,1,1,1,3,0,2,2,0,16,0,2,3,1,0,3,0,3,0,3,6,0,A.Grishchenko
0,1,0,13,0,0,9,2,0,2,0,1,0,3,2,20,2,0,0,0,0,26,0,1,12,0,1,1,1,92,18,1,1,0,2,1,4,0,6,0,0,9,1,82,15,4,3,1,1,3,0,2,1,0,17,0,3,3,1,0,3,0,7,0,3,6,0,A.Grishchenko
0,1,0,17,0,0,8,2,0,2,0,1,0,5,2,31,2,0,0,0,0,42,0,0,11,0,1,1,1,115,14,1,1,0,2,1,6,0,3,0,0,9,1,119,15,6,5,1,1,3,0,2,0,0,17,0,3,4,1,0,3,0,4,0,3,6,1,A.Grishchenko
0,1,0,23,0,2,9,2,0,2,0,1,0,7,2,43,2,0,0,0,0,55,0,3,18,0,1,1,1,149,15,1,1,0,2,1,4,0,3,0,0,9,1,151,18,3,29,1,1,3,0,2,0,0,17,0,3,7,1,0,3,0,5,0,3,6,2,A.Grishchenko
0,1,0,25,0,3,5,2,0,2,0,1,0,5,2,24,2,0,0,0,0,37,0,1,20,0,1,1,1,130,14,1,1,0,2,1,3,0,7,0,0,11,1,119,19,3,5,1,1,3,0,2,0,0,21,0,9,4,1,0,3,0,12,0,3,6,0,A.Grishchenko
0,6,14,16,3,0,4,4,0,2,19,2,0,1,62,0,4,12,0,2,2,44,0,0,43,0,4,2,2,105,24,2,2,20,4,6,0,3,3,0,0,134,50,109,24,0,23,2,2,3,0,8,5,0,338,0,33,12,16,7,82,0,9,20,19,56,0,a180285
0,1,0,18,0,3,7,11,0,2,0,2,0,5,12,2,27,0,3,3,0,23,10,5,20,0,1,19,19,73,10,19,19,3,21,2,4,0,3,0,0,19,8,71,26,4,5,19,19,5,0,17,4,0,48,0,9,10,37,3,33,0,9,1,3,6,1,a180285
0,1,3,31,0,3,7,11,0,2,0,2,0,5,12,0,24,0,4,3,0,23,7,0,18,0,1,16,16,79,8,16,16,3,18,2,5,0,3,0,0,13,8,81,35,5,5,16,16,3,0,14,4,0,40,0,13,11,32,3,33,0,14,1,3,6,1,a180285
0,1,8,32,0,3,6,11,0,2,0,2,0,5,12,0,30,0,3,3,0,24,7,2,24,1,1,21,21,110,14,21,21,3,23,2,5,0,5,0,0,42,13,119,38,5,19,21,21,3,0,19,4,0,121,0,16,12,44,3,60,0,26,1,9,12,3,a180285
0,1,5,21,0,0,2,2,0,2,0,1,0,1,2,0,2,0,0,0,0,14,0,3,9,0,1,1,1,60,4,1,1,0,2,2,1,0,3,0,0,10,3,62,19,1,1,1,1,3,0,2,4,0,20,0,3,9,1,0,5,0,8,0,3,6,1,a180285
0,1,12,21,0,0,2,2,0,2,0,1,0,1,2,0,8,0,0,0,0,16,0,0,13,1,1,6,6,77,2,6,6,0,7,2,0,0,4,0,0,39,8,97,14,0,1,6,6,3,0,7,5,0,101,0,7,11,13,0,32,0,16,0,9,12,1,a180285
0,1,8,33,0,0,2,2,0,2,0,1,0,1,4,1,20,0,0,0,0,32,0,7,36,1,11,12,12,149,10,12,12,9,13,12,0,0,3,0,0,73,14,139,28,0,15,12,12,3,0,7,6,0,142,0,34,10,40,2,52,0,20,2,13,16,1,a180285
0,1,9,28,1,0,2,2,0,2,0,1,0,1,2,0,2,0,0,0,0,22,0,3,20,0,1,1,1,103,5,1,1,0,2,2,0,0,4,0,0,21,4,118,16,0,14,1,1,6,0,2,12,0,34,0,11,10,2,0,7,0,9,0,6,12,1,a180285
0,23,7,33,0,125,23,95,7,17,24,18,0,6,137,7,109,3,7,54,2,77,95,1,90,2,153,68,68,171,16,68,68,30,86,8,7,30,4,0,5,49,74,240,73,7,80,68,68,5,0,46,10,5,311,0,32,14,411,172,281,51,54,19,13,16,1,a180285
0,1,6,7,0,0,18,2,0,2,0,1,0,2,2,3,2,0,0,0,0,19,0,0,8,0,1,1,1,51,5,1,1,0,2,3,4,0,4,0,0,8,1,87,7,8,2,1,1,3,0,2,0,0,18,0,3,13,1,0,3,0,6,0,3,6,0,a9108
0,5,1,110,0,0,25,6,0,2,18,1,2,8,49,80,11,27,1,0,3,197,0,2,126,0,2,6,6,654,51,6,6,12,7,1,4,2,18,0,0,62,44,333,54,8,32,6,6,3,0,7,22,1,272,0,14,4,36,9,116,0,152,107,3,6,10,a9108
0,1,23,25,0,1,2,2,0,2,0,1,0,1,2,0,2,0,0,0,0,18,0,0,13,0,1,1,1,93,4,1,1,0,2,3,1,0,4,0,0,10,1,116,31,1,1,1,1,3,0,2,1,0,23,0,7,4,1,0,3,0,10,0,3,6,0,a9108
0,5,67,210,2,17,22,6,0,2,18,1,2,12,49,97,11,27,1,0,3,242,0,1,140,0,2,6,6,947,70,6,6,12,7,1,9,2,28,0,0,66,44,738,89,10,42,6,6,3,0,7,30,1,284,0,34,9,36,9,116,0,172,107,3,6,10,a9108
0,1,11,24,0,3,2,2,0,2,0,1,0,1,2,0,2,0,0,0,0,9,0,1,14,0,1,1,1,77,7,1,1,0,2,1,0,0,5,0,0,7,1,74,17,0,1,1,1,3,0,2,1,0,16,0,3,5,1,0,3,0,16,0,3,6,0,a9108
0,1,6,22,0,0,2,2,0,2,0,1,0,1,2,0,2,0,0,0,0,8,0,1,9,0,1,1,1,52,4,1,1,0,2,1,1,0,3,0,0,7,1,57,12,1,1,1,1,3,0,2,3,0,16,0,3,4,1,0,3,0,7,0,3,6,0,a9108
0,1,15,15,0,2,2,2,0,2,0,1,0,1,2,0,2,0,0,0,0,13,0,0,9,0,1,1,1,68,5,1,1,0,2,1,1,0,4,0,0,7,1,78,10,1,1,1,1,3,0,2,1,0,16,0,3,7,1,0,3,0,10,0,3,6,0,a9108
0,5,3,42,2,2,2,6,0,2,12,1,0,6,49,15,11,9,0,0,0,49,0,0,41,0,2,6,6,176,13,6,6,10,7,1,2,2,8,0,0,54,44,102,14,2,24,6,6,3,1,7,7,1,243,0,12,6,15,7,116,0,43,11,3,6,3,a9108
0,5,24,44,4,2,4,6,0,2,12,1,1,6,49,15,11,9,1,0,0,46,0,0,36,0,1,6,6,190,16,6,6,10,7,1,1,2,9,0,0,55,44,155,25,2,18,6,6,3,0,7,9,1,241,0,10,7,13,7,116,0,37,9,3,6,3,a9108
0,15,9,44,3,3,6,11,0,2,19,5,0,1,97,1,10,12,0,2,2,44,0,0,43,0,3,5,5,157,20,5,5,20,10,1,0,8,5,0,1,127,53,143,38,0,23,5,5,3,0,14,2,0,451,0,38,13,27,11,91,0,26,24,18,55,4,aa2985759
